"Clearleap","1213%","$5.5m","Software","Georgia","Atlanta",35,
"Dynamix Mechanical","1212%","$13.2m","Government Services","Florida","Tampa",90,
"All Green Electronics Recycling","1209%","$4.6m","Business Products & Services","California","Los Angeles",88,
"Marketo","1205%","$58.4m","Software","California","San Francisco",377,
"Netsertive","1193%","$9m","Advertising & Marketing","North Carolina","Durham-Chapel Hill NC",73,
"FATHOM (Oakland CA)","1188%","$3.3m","Manufacturing","California","San Francisco",15,
"Re:think (Ramsey NJ)","1186%","$2.8m","Advertising & Marketing","New Jersey","New York City",22,
"24Hr HomeCare","1185%","$18.3m","Health","California","Los Angeles",49,
"Securus Payments","1184%","$6.5m","Financial Services","Oregon","Portland OR",150,
"Evo Exhibits","1184%","$4.4m","Advertising & Marketing","Illinois","Chicago",22,
"Govind Development","1182%","$14m","Engineering","Texas","Austin",145,
"Action Lead Solutions","1181%","$7.8m","Advertising & Marketing","Illinois","Chicago",12,
"Martini Media","1177%","$17.1m","Advertising & Marketing","California","San Francisco",50,
"Strongbridge","1174%","$10.1m","Government Services","Virginia","Washington DC",78,
"The Force Realty","1173%","$6.5m","Real Estate","Washington","Seattle",360,
"School Tech Supply","1169%","$13.2m","Education","California","Oxnard-Thousand Oaks-Ventura CA",31,
"Integrated Prescription Management","1167%","$53.1m","Health","California","Fresno CA",15,
"EHD Technologies","1165%","$20.5m","Business Products & Services","Tennessee","Nashville",106,
"Dynamic Recycling","1165%","$13.4m","Manufacturing","Wisconsin","La Crosse WI-MN",42,
"HPI","1161%","$204.7m","Energy","Texas","Houston",153,
"WebEyeCare","1157%","$4.6m","Retail","Pennsylvania","Philadelphia",8,
"Rigil","1156%","$8.2m","IT Services","District of Columbia","Washington DC",38,
"Seven Swords Media","1156%","$8.8m","Advertising & Marketing","Rhode Island","Providence-New Bedford-Fall River RI-MA",29,
"The Premier Group","1152%","$11.3m","Human Resources","Colorado","Denver",26,
"Odyssey Telecommunications","1140%","$3.2m","Telecommunications","New York","Buffalo-Niagara Falls NY",6,
"Marketsmith","1138%","$28.1m","Advertising & Marketing","New Jersey","New York City",23,
"Channel Partners Capital","1137%","$2.2m","Financial Services","Minnesota","Minneapolis",12,
"BNL","1136%","$5.9m","Government Services","Virginia","Washington DC",29,
"Colo5","1135%","$7.1m","IT Services","Florida","Jacksonville FL",11,
"Cornerstone Advisors Group","1130%","$6m","Health","Connecticut","Bridgeport-Stamford-Norwalk CT",26,
"Trend Nation","1126%","$7.6m","Retail","Nevada","Las Vegas-Henderson-Paradise NV",23,
"Summit 7 Systems","1125%","$3.1m","IT Services","Alabama","Huntsville AL",24,
"Adscend Media","1123%","$10.8m","Advertising & Marketing","Texas","Dallas",8,
"ERP International","1121%","$22.3m","Government Services","Maryland","Washington DC",170,
"Modus eDiscovery","1120%","$18m","Business Products & Services","District of Columbia","Washington DC",175,
"4moms","1112%","$15.9m","Consumer Products & Services","Pennsylvania","Pittsburgh PA",62,
"Forward Health","1107%","$10.4m","Health","New York","New York City",6,
"GO Auto Recycling","1106%","$5.6m","Consumer Products & Services","Florida","Jacksonville FL",30,
"Luna Data Solutions","1104%","$37.2m","IT Services","Texas","Austin",21,
"Lumosity","1104%","$23.7m","Consumer Products & Services","California","San Francisco",102,
"PalmerHouse Properties","1103%","$7.2m","Real Estate","Georgia","Atlanta",783,
"Gravitate Solutions","1101%","$4m","Software","Virginia","Washington DC",25,
"R.J. Allen & Associates","1099%","$14.6m","Construction","Mississippi","Tupelo MS",22,
"Caneel Group","1097%","$6.9m","Financial Services","New Jersey","Philadelphia",20,
"ESAC","1094%","$7.3m","Health","Maryland","Washington DC",26,
"Paramount Business Jets","1093%","$4.3m","Travel & Hospitality","Virginia","Washington DC",9,
"CarGurus","1091%","$17.4m","Consumer Products & Services","Massachusetts","Boston",22,
"LinTech Global","1091%","$2.8m","Government Services","Michigan","Detroit",14,
"Techsol4U","1089%","$2.2m","IT Services","California","Stockton CA",18,
"Santa Rosa Consulting","1087%","$54m","Health","Tennessee","Nashville",200,
"Merch Makers","1085%","$2m","Consumer Products & Services","Iowa","Ames IA",1,
"In-Flight Crew Connections","1083%","$6.9m","Travel & Hospitality","North Carolina","Charlotte",332,
"Otter Products","1081%","$573.9m","Consumer Products & Services","Colorado","Boulder CO",600,
"CoesterVMS","1080%","$14.1m","Real Estate","Maryland","Washington DC",56,
"Grok","1077%","$9.3m","Advertising & Marketing","New York","New York City",19,
"VCA","1077%","$2.2m","Business Products & Services","Arizona","Phoenix",8,
"Five Stones Research","1076%","$5m","Government Services","Alabama","Huntsville AL",51,
"Mid Atlantic Professionals","1076%","$9.1m","Government Services","Maryland","Washington DC",143,
"Stonegate Mortgage","1074%","$95.5m","Financial Services","Indiana","Indianapolis IN",444,
"Preferred Proppants","1074%","$351.4m","Energy","Pennsylvania","Philadelphia",501,
"Kenry Home Improvement","1072%","$3.3m","Retail","Texas","Austin",12,
"305 Degrees","1071%","$10.1m","Travel & Hospitality","Florida","Miami",3,
"Special Operations Solutions","1069%","$11.4m","Government Services","Maryland","Washington DC",33,
"TISTA Science and Technology","1066%","$16m","Government Services","Maryland","Washington DC",150,
"Careers In Transition","1066%","$5.3m","Human Resources","Georgia","Atlanta",26,
"Alego Health","1062%","$8.6m","Health","Ohio","Cleveland",660,
"Vdart","1059%","$20.7m","IT Services","Georgia","Atlanta",348,
"BoomTown","1058%","$8.1m","Software","South Carolina","Charleston-North Charleston SC",65,
"Yorktown Systems Group","1057%","$10.6m","Government Services","Alabama","Huntsville AL",122,
"GreenJobInterview","1056%","$2.5m","Software","California","Los Angeles",20,
"Planet Solar","1055%","$7.6m","Construction","California","Santa Barbara-Santa Maria-Goleta CA",35,
"Onsite Health Diagnostics","1050%","$6.7m","Health","Texas","Dallas",45,
"It Works!","1047%","$200m","Consumer Products & Services","Florida","Sarasota-Bradenton-Venice FL",74,
"Infosemantics","1046%","$7.1m","IT Services","Texas","Dallas",50,
"Kavaliro","1043%","$16.8m","Human Resources","Florida","Orlando FL",231,
"SPICA Computers","1041%","$2m","IT Services","New Jersey","New York City",30,
"REPAY - Realtime Electronic Payments","1040%","$12.7m","Financial Services","Georgia","Atlanta",13,
"North American Dental Group","1031%","$31.1m","Health","Pennsylvania","New Castle PA",454,
"FBS","1030%","$2.3m","Business Products & Services","Texas","Dallas",18,
"ClearAbility","1029%","$2.5m","Government Services","Maryland","Baltimore",14,
"AdColony","1028%","$11.3m","Advertising & Marketing","California","Los Angeles",53,
"Network Capital","1027%","$43.8m","Financial Services","California","Los Angeles",220,
"BH Cosmetics","1027%","$7.8m","Retail","California","Los Angeles",27,
"StandBy Talent Staffing Services","1026%","$2.2m","Human Resources","Georgia","Atlanta",25,
"Rooster Park","1025%","$8.1m","Software","Washington","Seattle",53,
"Mo'mix Solutions","1025%","$4.2m","IT Services","Texas","Austin",15,
"Carrot Creative","1024%","$7.2m","Advertising & Marketing","New York","New York City",45,
"PlayMaker CRM","1018%","$2.2m","Software","Tennessee","Nashville",20,
"Frontline Source Group","1015%","$8.6m","Human Resources","Texas","Dallas",205,
"Brafton","1014%","$16.7m","Advertising & Marketing","Massachusetts","Boston",263,
"Classy Llama","1008%","$2.3m","Advertising & Marketing","Missouri","Springfield MO",26,
"Janrain","1008%","$5.8m","Software","Oregon","Portland OR",167,
"Dogs Bollocks DB5","1007%","$5.7m","Advertising & Marketing","California","Los Angeles",27,
"Encompass Digital Media","1005%","$210.4m","Media","Connecticut","Bridgeport-Stamford-Norwalk CT",1131,
"Worldwide Power Products","1004%","$31m","Energy","Texas","Houston",30,
"Bows-N-Ties.com","1003%","$2m","Retail","California","San Francisco",4,
"Arteris","1002%","$17m","Computer Hardware","California","San Jose",64,
"Medical Direct Club","1000%","$20m","Health","Tennessee","CBSA Metro Region",75,
"Add3","1000%","$5.8m","Advertising & Marketing","Washington","Seattle",18,
"GlobalMed","1000%","$32.1m","Health","Arizona","Phoenix",101,
"Universal Industries","999%","$3.1m","Consumer Products & Services","Nevada","Las Vegas-Paradise NV",8,
"Bustin Boards","992%","$3.9m","Consumer Products & Services","New York","New York City",25,
"GameSim","992%","$2.6m","Software","Florida","Orlando FL",25,
"Avondale Strategic Partners","990%","$7.2m","Financial Services","Illinois","Chicago",29,
"Content Marketing Institute","989%","$3.1m","Media","Ohio","Cleveland",2,
"Workday","984%","$273.6m","Software","California","San Francisco",1550,
"Mom Corps","984%","$16.1m","Human Resources","Pennsylvania","Philadelphia",141,
"QualityFlooring4Less.com","983%","$14.5m","Consumer Products & Services","California","San Francisco",16,
"RevLocal","982%","$2.5m","Advertising & Marketing","Ohio","Columbus OH",136,
"LoadDelivered","979%","$35.1m","Logistics & Transportation","Illinois","Chicago",64,
"Blue Acorn","975%","$2.6m","IT Services","South Carolina","Charleston-North Charleston SC",33,
"JESS3","973%","$5.6m","Advertising & Marketing","California","Los Angeles",27,
"Basho Technologies","973%","$5.5m","Software","Massachusetts","Boston",105,
"Ecogistics","967%","$3.4m","Logistics & Transportation","Illinois","Davenport-Moline-Rock Island IA-IL",11,
"Tower Cloud","964%","$15.3m","Telecommunications","Florida","Tampa",53,
"Hicks & Clark","960%","$2.2m","Financial Services","Georgia","Atlanta",14,
"Fruition Partners","958%","$24m","IT Services","Illinois","Chicago",193,
"Free For All","950%","$4.5m","Health","New Jersey","Philadelphia",24,
"Hawaii Life Real Estate Brokers","944%","$15.1m","Real Estate","Hawaii","Kapaa HI",140,
"Cornerstone RPO","939%","$6.3m","Human Resources","Virginia","Richmond VA",80,
"Chief Executive Group","937%","$4.1m","Media","Connecticut","Bridgeport-Stamford-Norwalk CT",20,
"Personalized Prevention","937%","$3.1m","Health","Texas","San Antonio TX",37,
"Talent Curve","936%","$8.9m","Human Resources","North Carolina","Durham NC",75,
"KaloBios","935%","$6m","Health","California","San Francisco",20,
"Gate 3 Design","934%","$2.4m","Business Products & Services","Massachusetts","Boston",9,
"Strategic Communications","933%","$41.6m","IT Services","Kentucky","Louisville/Jefferson KY-IN",30,
"MASS Communications","933%","$9.7m","Telecommunications","New York","New York City",25,
"Owens Harkey Advertising","931%","$3.2m","Advertising & Marketing","Arizona","Phoenix",22,
"C2S Technologies","930%","$8.6m","IT Services","Washington","Seattle",83,
"Vivo Clothing","929%","$2.5m","Retail","Idaho","Coeur d'Alene ID",36,
"Veteran Corps of America","928%","$23.2m","Government Services","Illinois","St. Louis MO-IL",29,
"Five Data","927%","$3.5m","Advertising & Marketing","Illinois","Chicago",7,
"PrepNet","923%","$7.2m","Education","Michigan","Grand Rapids-Wyoming MI",77,
"RCS Capital","919%","$287.4m","Financial Services","New York","New York City",198,
"Big Street Construction","919%","$4.6m","Construction","Alaska","Fairbanks AK",27,
"Clinipace Worldwide","919%","$51.9m","Health","North Carolina","Raleigh-Cary NC",270,
"MPACT Financial Group","918%","$2m","Financial Services","Texas","Dallas",11,
"Spot Freight","912%","$17.8m","Logistics & Transportation","Indiana","Indianapolis IN",30,
"Largetail","910%","$3.6m","Advertising & Marketing","New York","New York City",12,
"Lifes2good","909%","$16.3m","Consumer Products & Services","Illinois","Chicago",10,
"Zija International","906%","$110.7m","Consumer Products & Services","Utah","Provo-Orem UT",158,
"Nutrabolt","905%","$83.6m","Consumer Products & Services","Texas","College Station-Bryan TX",89,
"Apex Home Loans","902%","$22.6m","Real Estate","Maryland","Washington DC",61,
"Bohme","900%","$13.7m","Retail","Utah","Salt Lake City",239,
"Square Root","900%","$8.1m","Software","Texas","Austin",17,
"Hourglass Angel","896%","$3.2m","Retail","Illinois","Chicago",9,
"Bluefin Payment Systems","895%","$65.7m","Financial Services","Georgia","Atlanta",47,
"DMI","895%","$162.3m","IT Services","Maryland","Washington DC",1431,
"Mobile Insight","892%","$2.1m","Business Products & Services","Florida","Miami",26,
"The Clearing","889%","$7m","Business Products & Services","District of Columbia","Washington DC",41,
"Impact Makers","887%","$3.8m","IT Services","Virginia","Richmond VA",39,
"Integra Networks","883%","$16.6m","Telecommunications","New York","Albany-Schenectady-Troy NY",31,
"MobileOne","882%","$7.4m","Retail","California","San Diego",150,
"Loyal Logistics","882%","$3m","Logistics & Transportation","California","Los Angeles",7,
"Signature Consulting Group","882%","$9.5m","IT Services","Maryland","Baltimore",40,
"BookPal","881%","$4.4m","Consumer Products & Services","California","Los Angeles",9,
"Mindgrub Technologies","872%","$3m","Software","Maryland","Baltimore",45,
"Happy Family Brands","870%","$62.5m","Consumer Products & Services","New York","New York City",51,
"Rockhedge Herb Farms","870%","$5m","Food & Beverage","New York","Poughkeepsie-Newburgh-Middletown NY",56,
"Network Solutions Provider","867%","$7.9m","Telecommunications","California","Los Angeles",27,
"Hernandez Consulting","867%","$16.7m","Government Services","Louisiana","New Orleans-Metairie LA",35,
"Flip Flop Shops","864%","$21.9m","Retail","Georgia","Atlanta",10,
"Surface Magazine","863%","$3.8m","Media","New York","New York City",14,
"MojoTech","862%","$2.3m","Software","Rhode Island","Providence-New Bedford-Fall River RI-MA",25,
"Vitals","860%","$9.7m","Health","New Jersey","New York City",102,
"AirRattle","857%","$4.2m","Retail","Ohio","Mount Vernon OH",8,
"Stress Free Property Management","857%","$2.9m","Real Estate","Florida","Tampa",18,
"Tech-Flo Consulting","856%","$6.7m","Energy","Texas","Houston",13,
"Express Chem","854%","$2m","Environmental Services","Missouri","St. Louis MO-IL",12,
"Integrity Engineering & Design Solutions","854%","$4.5m","Engineering","Arizona","Phoenix",40,
"GoldMax","853%","$267.9m","Retail","Georgia","Atlanta",527,
"Media Vision USA","853%","$6.3m","Business Products & Services","California","San Francisco",12,
"Incuboom","851%","$4.6m","Retail","Colorado","Denver",37,
"Stratosphere Quality","847%","$73.1m","Manufacturing","Indiana","Indianapolis IN",1504,
"Four Foods Group","847%","$22.7m","Food & Beverage","Utah","Provo-Orem UT",657,
"Sunwarrior","847%","$10.4m","Health","Nevada","Las Vegas-Paradise NV",28,
"Cloud9 Real Time","842%","$3.4m","IT Services","California","San Diego",28,
"OSB","842%","$8.9m","Human Resources","New Jersey","New York City",40,
"Cadence Research & Consulting","839%","$4.8m","Health","California","Oxnard-Thousand Oaks-Ventura CA",10,
"Precious Metal Refining Services","836%","$122.1m","Business Products & Services","Illinois","Chicago",27,
"Fairplay Financial","834%","$22.3m","Real Estate","Washington","Seattle",14,
"Axiom EPM","834%","$15m","Software","Oregon","Augusta-Richmond GA-SC",78,
"Propel Fuels","834%","$21.9m","Energy","California","San Francisco",32,
"Transportation Impact","833%","$4.4m","Logistics & Transportation","North Carolina","Morehead City NC",12,
